ID,Branch Name,Tier,Address,Telephone ,Postal Code,FSA,NBHD Number,NBHD Name,Ward Number,Ward Region,Population,Comp_Learn_Ctr,Dig_Innov_Hubs,NIA,NIA_Branch,Programs_Cultural_2015,Attendance_Cultural_2015,Programs_ESL_2015,Attendance_ESL_2015,Program_Info_Current_Issues_2015,Attendance_Info_Current_Issues_2015,Programs_Literacy_2015,Attendance_Literacy_2015,Programs_Literary_2015,Attendance_Literary_2015,Programs_User_Ed_2015,Attendance_User_Ed_2015,Programs_Cultural_2014,Attendance_Cultural_2014,Programs_ESL_2014,Attendance_ESL_2014,Programs_Info_Current_Issues_2014,Attendance_Info_Current_Issues_2014,Programs_Literacy_2014,Attendance_Literacy_2014,Programs_Literary_2014,Attendance_Literary_2014,Programs_User_Ed_2014,Attendance_User_Ed_2014,Workstations,WS_Users_2015,WS_Users_2014,WS_Users_2013,visits_2015,visits_2014,visits_2013,circulation_2015,circulation_2014,circulation_2013,collection_size,Youth_Hub,census_population,NPS_population,citizens,non_citizens,recent_immigrants,visible_minority,non_official_languages,in_labour_force,employed,unemployed,not_in_labour_force,low_income
GHP,Goldhawk Park,NL,295 Alton Towers Cir,(416) 396-8964,M1V 4P1,M1V,130,Milliken  ,41,Scarborough-Rouge River ,26652,False,False,False,False,87,3535,150,5269,44,1040,,,161,6286,14,78,44,1648,155,5543,96,1348,16,735,120,3759,16,43,10,49572,50442,48736,179312,202832.5,184712.5,264751,286301,309625,43326,False,26652.0,26295.0,21510.0,4795.0,2740.0,24985.0,21870.0,13530.0,12085.0,1430.0,8960.0,4950.0
LB,Long Branch,NL,3500 Lakeshore Blvd W,(416) 394-5320,M8W 1N6,M8W,19,Long Branch,6,Etobicoke-Lakeshore ,9632,False,False,False,False,81,1260,,,9,96,,,74,2172,,,83,1357,1,6,13,180,,,115,3149,,,11,25550,22362.5,26575,53775,55625,54112.5,142842,138562,135757,34309,False,9632.0,9590.0,8740.0,850.0,500.0,2005.0,3745.0,5870.0,5360.0,510.0,2405.0,1275.0
GW,Guildwood,NL,123 Guildwood Pkwy ,(416) 396-8872,M1E 4V2,M1E,140,Guildwood  ,43,Scarborough East ,26425,False,False,False,False,9,242,,,,,,,97,1482,5,11,12,437,,,7,120,,,81,1413,6,12,5,12600,12137.5,12550,45762.5,45950,51137.5,121419,124727,134737,29881,False,26425.0,25895.0,22375.0,3525.0,2105.0,13825.0,11395.0,12375.0,11010.0,1355.0,8770.0,6300.0
QS,Queen Saulter,NL,765 Queen St E,(416) 393-7723,M4M 1H3,M4M,70,South Riverdale,30,Toronto-Danforth ,2692,False,False,False,False,42,1369,,,12,389,,,406,9060,,,65,1270,,,6,98,,,357,8171,2,16,6,11100,11150,11862.5,58850,65850,70725,122194,115853,114279,21619,False,2692.0,2585.0,2485.0,100.0,40.0,635.0,770.0,1635.0,1545.0,100.0,650.0,450.0
DO,Downsview,NL,2793 Keele St,(416) 395-5720,M3M 2G3,M3M,26,Downsview-Roding-CFB,9,York Centre ,45053,False,False,True,True,207,2610,66,11792,49,948,11,546,249,4743,75,905,261,4236,78,12949,42,1303,10,603,131,3491,40,410,26,109769.5,118894,120176,174447,168732.5,153000,224968,241057,265652,82227,False,45053.0,44670.0,37875.0,6785.0,3765.0,21575.0,29045.0,22365.0,20350.0,2005.0,14685.0,8570.0
SP,Spadina Road,NL,10 Spadina Rd,(416) 393-7655,M5R 2S7,M5R,95,Annex,20,Trinity-Spadina ,9551,False,False,False,False,13,313,,,4,53,,,175,3819,,,14,443,,,7,261,,,133,2764,,,5,14812.5,13241.5,11244.5,88787.5,78683,78583,180851,161094,178496,32751,False,9551.0,9455.0,8330.0,1120.0,495.0,2505.0,3330.0,6510.0,5975.0,540.0,2240.0,2190.0
BUR,Burrows Hall,NL,1081 Progress Ave,(416) 396-8740,M1B 5Z6,M1B,132,Malvern,42,Scarborough-Rouge River,24216,False,False,False,True,6,295,,,61,924,,,117,2143,,,10,441,,,55,477,10,82,127,2952,,,9,28462.5,28275,27562.5,99100,107200,144500,178652,193594,207751,46904,False,24216.0,24030.0,20625.0,3405.0,2250.0,19790.0,14385.0,12335.0,10975.0,1370.0,7320.0,3940.0
PK,Parkdale,NL,1303 Queen St W,(416) 393-7686,M6K 1L6,M6K,85,South Parkdale,14,Parkdale-High Park ,26555,False,False,True,True,135,3634,133,10309,51,2113,103,2146,194,3235,10,154,127,4737,131,2380,147,2071,20,1059,182,4178,22,90,23,127130,133342.5,128159,430586,348589,345737.5,385299,372542,371412,73616,False,26555.0,24595.0,19765.0,4840.0,3030.0,10345.0,13155.0,14440.0,12810.0,1615.0,7165.0,7070.0
BE,Beaches,NL,2161 Queen St E,(416) 393-7703,M4L 1J1,M4L,63,The Beaches ,32,Beaches-East York,14023,False,False,False,False,91,1646,,,46,936,,,105,3488,1,11,91,2419,,,32,732,,,88,2795,,,12,48525,41962.5,46487.5,185450,186600,215212.5,356357,347392,348964,45955,False,14023.0,13870.0,13030.0,835.0,335.0,1590.0,2120.0,8695.0,8160.0,540.0,2875.0,1355.0
TRL,Toronto Reference Library,RR,789 Yonge St,(416) 395-5577,M4W 2G8,M4W,95/98,Annex/ Rosedale-Moore Park ,27,Toronto Centre-Rosedale ,2615060,True,True,False,False,102,7205,0,0,196,13843,0,0,144,14983,663,10403,104,10653,29,562,218,12066,,,111,8746,680,11472,255,901257.5,776844,818493.5,1310779,1247697,1226659,412943,386528,372810,1820279,False,False,False,False,False,False,False,False,False,False,False,False,False
ES,Eglinton Square,NL,"1 Eglinton Sq, Unit 126 ",(416) 396-8920,M1L 2K1,M1L,120,Clairlea-Birchmount,35,Scarborough Southwest ,13391,False,False,False,True,43,969,,,37,635,,,155,2220,39,72,43,830,,,27,496,,,155,2410,48,83,8,37650,37062.5,39200,202550,205025,217687.5,249279,260109,283051,38780,False,13391.0,12915.0,11340.0,1570.0,1130.0,7115.0,6495.0,7235.0,6495.0,745.0,3570.0,2380.0
TA,Taylor Memorial,NL,1440 Kingston Rd,(416) 396-8939,M1N 1R3,M1N,122,Birchcliffe-Cliffside,36,Scarborough Southwest ,16224,False,False,False,False,58,792,,,12,166,,,84,1654,6,13,50,794,,,5,68,,,98,1990,,,8,18587.5,14925,15425,41387.5,36262.5,36375,127191,133291,137367,27998,False,16224.0,15905.0,14980.0,925.0,500.0,3260.0,3770.0,8745.0,7785.0,960.0,4945.0,2620.0
SW,Swansea Memorial,NL,95 Lavinia Ave,(416) 393-7695,M6S 3H9,M6S,87,High Park-Swansea,13,Parkdale-High Park ,12776,False,False,False,False,3,305,,,,,,,35,1226,,,2,85,,,,,,,18,650,,,2,2600,2487.5,2575,17987.5,17575,19687.5,46684,44895,44401,9019,False,12776.0,12775.0,11955.0,815.0,380.0,2315.0,5210.0,7570.0,7055.0,520.0,3285.0,1385.0
MP,Mount Pleasant,NL,599 Mt. Pleasant Rd,(416) 393-7737,M4S 2M5,M4S,99,Mount Pleasant East  ,22,St. Paul's ,26998,False,False,False,False,23,296,,,12,290,,,60,1272,3,26,10,362,,,,,,,77,2576,,,2,6137.5,5612.5,5675,62862.5,63575,72362.5,152476,152317,159474,21790,False,26998.0,26420.0,23410.0,3020.0,1730.0,6670.0,9330.0,17340.0,16195.0,1140.0,5820.0,3315.0
BD,Bendale,NL,1515 Danforth Rd,(416) 396-8910,M1J 1H5,M1J,127,Bendale,38,Scarborough Centre,25528,False,False,False,True,33,975,,,38,1432,,,71,1544,4,22,50,1131,,,34,1441,,,136,3480,2,23,8,21100,20537.5,22292.5,65550,72650,72445.5,147119,161001,184484,32635,False,25528.0,24840.0,20640.0,4205.0,2685.0,16850.0,12840.0,12005.0,10450.0,1550.0,8050.0,5655.0
MI,Mimico Centennial,NL,47 Station Rd,(416) 394-5330,M8V 2R1,M8V,17,Mimico ,6,Etobicoke-Lakeshore ,26541,False,False,False,False,102,1770,50,419,31,722,11,180,150,5301,15,241,34,1990,34,219,32,538,8,132,209,5948,,,8,21475,22058,21054.5,94487.5,94434,83468,185421,169427,188067,49909,False,26541.0,26335.0,23825.0,2520.0,1570.0,6690.0,11930.0,16325.0,15120.0,1195.0,7105.0,3965.0
VV,Victoria Village,NL,184 Sloane Ave,(416) 395-5950,M4A 2C4,M4A,43,Victoria Village ,34,Don Valley East ,10922,False,False,True,True,17,447,,,5,92,,,116,2498,1,7,17,457,,,4,134,,,127,2278,,,6,12950,14637.5,13675,32275,37750,41950,106014,104944,117074,27180,False,10922.0,10600.0,9155.0,1440.0,920.0,6110.0,6255.0,5255.0,4580.0,665.0,3780.0,2610.0
MAL,Malvern,DL ,30 Sewells Rd,(416) 396-8969,M1B 3G5,M1B,132,Malvern,42,Scarborough-Rouge River ,65040,True,False,False,False,301,9971,40,3014,186,3250,12,1349,282,6852,61,590,251,4994,82,3184,195,2506,12,1431,343,6928,108,974,40,170306.5,175932,181120,362833,347883.45,385150,404133,442761,507636,132514,False,65040.0,64800.0,56970.0,7835.0,4435.0,58335.0,38095.0,32980.0,28895.0,4090.0,18245.0,12620.0
GE,Gerrard Ashdale,NL,1432 Gerrard St E,(416) 393-7717,M4L 1Z6,M4L,65,Greenwood-Coxwell  ,30,Toronto-Danforth ,17776,False,False,False,False,121,1122,50,214,44,626,10,124,119,2877,6,28,120,1405,30,173,58,374,10,158,109,2387,3,26,7,25862.5,23425,21887.5,94525,95775,99125,183970,182103,194083,40826,False,17776.0,17715.0,16460.0,1250.0,670.0,6250.0,5960.0,10175.0,9220.0,950.0,4550.0,3180.0
DU,Dufferin St. Clair,NL,1625 Dufferin St,(416) 393-7712,M6H 3L9,M6H,93,Dovercourt-Wallace Emerson-Junction,17,Davenport ,16073,False,False,False,False,61,805,,,49,886,12,64,147,4236,10,152,42,878,,,44,686,11,97,148,3996,7,296,20,54700,59312.5,63350,105000,106787.5,121687.5,151261,146068,151379,38638,False,16073.0,16030.0,13840.0,2185.0,820.0,4935.0,10015.0,9165.0,8305.0,855.0,4715.0,2470.0
EB,Elmbrook Park,NL,2 Elmbrook Cr,(416) 394-5290,M9C 5B4,M9C,11,Eringate-Centennial-West Deane,3,Etobicoke Centre ,25361,False,False,False,False,59,960,,,3,126,,,153,3384,,,11,191,,,2,64,3,67,128,2203,,,3,6850,6537.5,7575,45000,49750,55800,158219,167238,184184,29311,False,25361.0,25120.0,23365.0,1745.0,1055.0,7995.0,13245.0,12935.0,11950.0,990.0,8430.0,3280.0
SC,Scarborough Civic Centre,NL,150 Borough Dr,(416) 396-3599,M1P 4N7,M1P,127,Bendale,38,Scarborough - Centre,33371,False,True,False,True,28,432,,,22,258,,,86,2201,80,1202,,,,,,,,,,,,,18,27325,0,,83037.5,0,,149189,,,28527,False,33371.0,32885.0,26605.0,6280.0,3805.0,23875.0,21800.0,16635.0,14720.0,1925.0,11015.0,7840.0
NT,New Toronto,NL,110 Eleventh St,(416) 394-5350,M8V 3G5,M8V,18,New Toronto  ,6,Etobicoke-Lakeshore ,10900,False,False,False,False,38,907,,,85,1629,12,198,59,1459,,,18,682,,,5,184,9,124,55,1659,,,7,22852.5,23048.5,22371.5,73324,91293,88600,129918,127543,136741,40747,False,10900.0,10675.0,9740.0,935.0,475.0,3265.0,3955.0,5880.0,5360.0,520.0,3315.0,2605.0
CH,City Hall,NL,100 Queen St W,(416) 393-7650,M5H 2N3,M5H,76,Bay Street Corridor,27,Toronto Centre-Rosedale,25943,False,False,False,False,7,355,,,9,278,,,114,3182,1,9,2,153,,,9,188,,,55,1330,,,8,29787.5,29987.5,31225,197250,201287.5,219212.5,342516,360425,381890,32425,False,25943.0,24615.0,19595.0,5015.0,1975.0,12875.0,13125.0,16230.0,14875.0,1355.0,6910.0,7065.0
SA,Sanderson,NL,327 Bathurst St,(416) 393-7653,M5T 1J1,M5T,78,Kensington-Chinatown ,20,Trinity-Spadina ,29948,False,False,False,False,68,1422,28,128,18,288,24,2004,68,1605,13,1111,65,1461,31,195,48,1883,30,2070,82,2349,,,13,67425,66100,69387.5,250775,268350,290300,235400,264573,292200,49387,False,29948.0,29440.0,26095.0,3345.0,1770.0,11345.0,13210.0,21225.0,19950.0,1265.0,5790.0,5150.0
PU,Port Union,NL,5450 Lawrence Ave E,(416) 396-8885,M1C 3B2,M1C,133,Centennial Scarborough ,44,Scarborough East ,22419,False,False,False,False,105,1263,,,23,612,,,123,2596,,,123,1697,,,3,86,,,122,2325,,,6,16450,18087.5,16875,107850,117025,127775,227324,231040,250018,35979,False,22419.0,22210.0,20960.0,1260.0,630.0,8775.0,6955.0,12845.0,11845.0,1005.0,5840.0,1430.0
FH,Forest Hill,NL,700 Eglinton Ave W,(416) 393-7706,M5N 1B9,M5N,102,Forest Hill North,21,St. Paul's ,24387,False,False,False,False,27,736,,,20,901,,,159,5015,3,137,10,316,,,20,384,,,138,4165,4,17,6,21600,20287.5,19987.5,101125,93575,90187.5,198480,205273,215971,45130,False,24387.0,24090.0,21200.0,2885.0,1705.0,4505.0,8805.0,13955.0,12790.0,1160.0,6325.0,2730.0
HB,Humber Bay,NL,200 Park Lawn Rd,(416) 394-5300,M8Y 3J1,M8Y,16,Stonegate-Queensway,5,Etobicoke-Lakeshore ,17841,False,False,False,False,,,,,,,,,13,449,,,4,87,,,,,,,14,419,,,3,8725,8900,8675,51825,66262.5,53537.5,172226,181224,185845,23857,False,17841.0,17685.0,15545.0,2140.0,1385.0,3175.0,8490.0,10115.0,9265.0,845.0,4830.0,2440.0
PL,Parliament Street,NL,269 Gerrard St E,(416) 393-7663,M5A 2G6,M5A,73,Moss Park,28,Toronto Centre-Rosedale ,35152,False,False,False,True,101,1949,28,184,87,1230,11,342,273,4389,5,46,80,1635,53,419,102,1542,12,534,234,3745,,,11,68269,68339,69688,245031,198529.5,208062.5,240075,238983,257039,58895,False,35152.0,32320.0,28675.0,3640.0,2275.0,16715.0,15255.0,18770.0,16955.0,1815.0,9190.0,9960.0
JS,Jane Sheppard,NL,1906 Sheppard Ave West,(416) 395-5966,M3L 1Y7,M3L,25,Glenfield-Jane Heights ,9,York Centre ,18033,False,False,True,True,107,1700,,,71,855,12,133,87,1554,1,50,85,1427,17,146,54,831,10,177,118,1850,14,24,11,48325,48762.5,48987.5,103250,94250,115425,120388,128740,140002,33896,False,18033.0,17950.0,15360.0,2595.0,1240.0,11970.0,12340.0,7625.0,6705.0,925.0,6900.0,3780.0
DP,Deer Park,NL,40 St. Clair Ave E,(416) 393-7657,M4T 1M9,M4T,98,Rosedale-Moore Park,22,St. Paul's ,29267,False,False,False,False,40,2009,,,25,1141,,,132,3161,,,30,1401,,,10,349,3,36,130,2906,1,6,12,60137.5,54987.5,52062.5,247425,275812.5,225187.5,421451,409681,407306,72613,False,29267.0,28905.0,26575.0,2340.0,1150.0,3645.0,7235.0,17030.0,15915.0,1125.0,8585.0,2635.0
EA,Eatonville,NL,430 Burnhamthorpe Rd,(416) 394-5270,M9B 2B1,M9B,14,Islington-City Centre West,5,Etobicoke-Lakeshore ,35778,False,False,False,False,200,2525,3,16,124,2984,11,663,214,4280,6,101,195,3118,23,181,119,2956,10,407,212,5309,33,79,11,46632.5,47626,43594,226511.5,223854,214192.5,517719,511745,481519,68977,False,35778.0,35060.0,31965.0,3105.0,2065.0,9015.0,17585.0,19280.0,17620.0,1660.0,10535.0,4260.0
JO,Jones,NL,118 Jones Ave,(416) 393-7715,M4M 2Z9,M4M,70,South Riverdale,30,Toronto-Danforth ,13704,False,False,False,False,123,2887,,,33,674,,,183,5142,5,34,83,1805,,,28,362,,,145,3795,3,7,8,25887.5,28862.5,28675,75850,80275,75250,177360,178808,185842,29724,False,13704.0,13115.0,12110.0,1005.0,615.0,5545.0,5335.0,7895.0,7305.0,585.0,3390.0,2290.0
MRV,Maryvale,NL,85 Ellesmere Rd ,(416) 396-8931,M1R 4B9,M1R,119,Wexford-Maryvale ,37,Scarborough Centre ,15962,False,False,False,False,33,641,,,18,458,,,98,1738,2,28,22,685,,,13,215,,,92,1744,4,4,8,32937.5,30650,30712.5,167575,151875,150787.5,224525,239917,258596,49899,False,15962.0,15670.0,14130.0,1540.0,825.0,7335.0,8120.0,8120.0,7415.0,700.0,5130.0,1985.0
LE,Leaside,NL,165 McRae Dr,(416) 396-3835,M4G 1S8,M4G,56,Leaside-Bennington ,26,Don Valley West ,21058,False,False,False,False,72,968,,,59,2054,,,158,5327,3,35,22,639,,,70,2143,,,144,3788,2,16,11,25912.5,23925,27025,147050,144900,160862.5,365509,362819,364969,55091,False,21058.0,20435.0,19390.0,1040.0,530.0,2655.0,3735.0,10675.0,9850.0,825.0,5630.0,1435.0
WY,Wychwood,NL,1431 Bathurst St,(416) 393-7683,M5R 3J2,M5R,96,Casa Loma ,21,St. Paul's ,14681,False,False,False,False,16,569,,,10,270,,,291,9009,,,5,199,,,6,200,,,222,6744,,,9,37262.5,37747,43200,116525,105899.5,114612.5,235971,208312,239247,39892,False,14681.0,14080.0,12770.0,1300.0,660.0,2825.0,4430.0,8765.0,8125.0,640.0,3580.0,1720.0
DA,Danforth Coxwell,NL,1675 Danforth Ave,(416) 393-7783,M4C 5P2,M4C,64,Woodbine Corridor,32,Beaches-East York ,14641,False,False,False,False,56,1569,92,997,90,2551,,,157,5014,2,110,63,2086,87,573,52,1419,,,127,4539,2,19,7,37125,38850,39137.5,158112.5,146012.5,158187.5,296571,306457,319308,46286,False,14641.0,14460.0,13010.0,1450.0,710.0,5645.0,5545.0,8445.0,7835.0,620.0,3570.0,2610.0
CS,College Shaw,NL,766 College St,(416) 393-7668,M6G 1C4,M6G,80,Palmerston-Little Italy ,19,Trinity-Spadina,24182,False,False,False,False,14,592,,,41,850,,,33,574,1,25,19,1018,5,23,25,240,,,57,1168,,,7,21187.5,21662.5,21562.5,123950,112412.5,112175,194055,194304,214116,30051,False,24182.0,23890.0,21570.0,2315.0,765.0,5945.0,12515.0,14860.0,13890.0,970.0,6820.0,3555.0
SI,St. Clair Silverthorn,NL,1748 St. Clair Ave W,(416) 393-7709,M6N 1J3,M6N,91,Weston-Pellam Park,17,Davenport ,18513,False,False,True,True,24,352,,,10,119,,,159,2347,,,31,536,,,6,14,,,162,2607,12,15,5,13925,14225,14225,29787.5,31187.5,31100,58560,58719,61402,15452,False,18513.0,18355.0,15535.0,2815.0,1100.0,7750.0,12375.0,10070.0,8990.0,1075.0,5315.0,3320.0
DR,Dawes Road,NL,416 Dawes Rd ,(416) 396-3820,M4B 2E8,M4B,54,O'Connor-Parkview,31,Beaches-East York ,29895,False,False,False,True,25,759,30,1564,37,723,12,137,84,1267,13,282,29,680,36,1783,15,165,10,135,106,2206,,,13,43475,49650,49087.5,114925,121325,123462.5,205651,207658,235319,51646,False,29895.0,29515.0,23995.0,5530.0,4240.0,15085.0,15360.0,15355.0,13345.0,2000.0,8665.0,8500.0
ACD,Albert Campbell ,DL,496 Birchmount Rd,(416) 396-8890,M1K 1N8,M1K,120,Clairlea-Birchmount ,35,Scarborough-Southwest,49530,True,False,False,True,76,1697,17,179,86,1157,12,424,264,6487,87,894,86,1878,27,170,124,2890,10,662,265,5570,77,578,31,145983.5,149897.5,133591,277118,285428,222012,380452,398024,420341,103106,False,49530.0,48830.0,42030.0,6795.0,5485.0,28795.0,25695.0,24440.0,21385.0,3055.0,15070.0,13875.0
BC,Black Creek,NL,"1700 Wilson Ave, Unit 63-64",(416) 395-5470,M3L 1B2,M3L,26,Downsview-Roding-CFB,7,York West,15691,False,False,True,True,111,3406,43,191,7,182,,,77,2821,1,17,15,522,37,238,39,753,,,78,4897,1,16,6,24412.5,24600,21560,89425,91962.5,82712.5,109587,114512,110368,33860,False,15691.0,15595.0,12985.0,2610.0,1510.0,8980.0,9060.0,7995.0,6990.0,1000.0,4700.0,3005.0
MD,Mount Dennis,NL,1123 Weston Rd,(416) 394-1008,M6N 3S3,M6N,115,Mount Dennis ,11,York South-Weston ,27249,False,False,True,True,71,1840,36,137,70,1435,11,219,89,1547,7,100,72,1636,45,317,116,2801,12,192,123,1880,8,24,20,55912.5,64537.5,44575,80587.5,82625,57387.5,111864,114802,105129,40307,False,27249.0,26865.0,22665.0,4205.0,2235.0,16680.0,15880.0,13645.0,11885.0,1750.0,8105.0,7105.0
BB,Brookbanks,NL,210 Brookbanks Dr,(416) 395-5480,M3A 2T8,M3A,45,Parkwoods-Donalda,34,Don Valley East,34617,False,False,False,False,76,786,,,21,509,,,70,1297,,,67,877,15,287,20,289,,,94,1844,1,1,9,19700,26262.5,22950,75937.5,93375,60825,179265,191767,203292,44408,False,34617.0,34560.0,28770.0,5785.0,3905.0,17710.0,18280.0,18490.0,16420.0,2065.0,9970.0,6940.0
MA,Main Street,NL,137 Main St,(416) 393-7700,M4E 2V9,M4E,62,East End-Danforth,32,Beaches-East York ,20047,False,False,False,False,66,782,,,22,254,,,120,3346,1,27,89,1197,,,15,199,,,125,2986,,,9,35975,38512.5,39547.5,116262.5,123450,107345.5,256372,252997,254725,41440,False,20047.0,19735.0,18430.0,1290.0,565.0,2850.0,3430.0,11805.0,10985.0,820.0,4295.0,2140.0
NYCL,North York Central,RR,5120 Yonge St,(416) 395-5535,M2N 5N9,M2N,38/51,Lansing-Westgate/ Willowdale East,23,Willowdale ,85775,True,False,False,False,204,12023,234,20808,355,11277,10,739,408,24424,504,10951,268,13019,241,23419,201,7261,58,1431,498,25869,653,16688,145,477283,496202,545403,1538044,1561767,1690775,1571479,1612696,1735943,654383,False,85775.0,84975.0,65405.0,19575.0,12250.0,51975.0,61235.0,44880.0,41045.0,3825.0,30305.0,21190.0
CE,Centennial,NL,578 Finch Ave W,(416) 395-5490,M2R 1N7,M2R,35,Westminster-Branson,10,York Centre,45693,False,False,False,False,94,1454,188,1875,150,2293,138,1616,83,4000,,,77,1196,217,2335,250,3667,,,116,4188,,,7,27187.5,26025,29350,118612.5,125612.5,138425,291551,311704,349505,43266,False,45693.0,45110.0,35025.0,10065.0,7620.0,14745.0,33135.0,24065.0,21955.0,2110.0,14630.0,10645.0
LHS,Lillian H. Smith,DL ,239 College St,(416) 393-7746,M5T 1R5,M5T,78,Kensington-Chinatown ,20,Trinity-Spadina ,14284,True,False,False,False,137,3056,4,54,141,2692,,,221,4644,31,498,50,1411,19,349,116,2487,,,213,4155,4,162,35,176522,183538.5,189214.5,317779.5,352151,354887.5,392895,431178,495308,107182,False,14284.0,12655.0,10200.0,2460.0,845.0,6270.0,6865.0,7770.0,6895.0,880.0,4065.0,3635.0
SWS,S. Walter Stewart,DL ,170 Memorial Park Ave,(416) 396-3975,M4J 2K5,M4J,59,Danforth Village - East York,29,Toronto-Danforth ,29019,True,False,False,False,106,3759,,,28,912,,,268,10076,36,386,103,4188,,,69,2048,9,97,229,7742,53,608,42,138960,137354,147925,244872.5,254469.5,262125,415562,425361,453121,96127,False,29019.0,28925.0,27355.0,1580.0,625.0,7810.0,11655.0,16415.0,15220.0,1195.0,7990.0,3680.0
BL,Bloor Gladstone,DL ,1101 Bloor St W,(416) 393-7674,M6H 1M7,M6H,83,Dufferin Grove ,18,Davenport,37035,True,False,False,False,109,2864,,,57,1620,12,471,223,5125,45,738,112,3000,2,50,65,1420,11,338,257,7439,18,163,39,179858.5,174628.5,171159.5,362150,355250,367025,446446,442201,477286,78297,False,37035.0,36670.0,31935.0,4735.0,1985.0,11890.0,20885.0,22605.0,20910.0,1690.0,9685.0,6820.0
CED,Cedarbrae,DL ,545 Markham Rd,(416) 396-8850,M1H 2A1,M1H,137,Woburn,43,Scarborough East,43515,True,False,True,True,141,3360,54,2193,131,4621,32,1920,243,6531,70,848,87,2023,70,1882,155,4754,5,367,189,5243,61,950,67,243984,258187.5,260191,352780,366123,405262.5,522254,584174,659795,123731,False,43515.0,43165.0,36750.0,6415.0,4465.0,30525.0,24255.0,19965.0,17340.0,2615.0,14480.0,9875.0
AD,Alderwood,NL,2 Orianna Dr,(416) 394-5310,M8W 4Y1,M8W,20,Alderwood,6,Etobicoke Lakeshore,11904,False,False,False,False,12,170,,,25,448,,,329,7267,1,45,20,630,,,3,38,,,181,3871,,,7,16700,16500,16237.5,101250,102875,96087.5,169022,176590,178588,42220,False,11904.0,11870.0,11200.0,660.0,370.0,1955.0,4975.0,6740.0,6240.0,500.0,3475.0,1115.0
